,age,gender,device_type,ad_position,browsing_history,time_of_day,click
869,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
870,59.0,Male,Mobile,Top,Entertainment,Evening,0
871,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1
872,40.339417052574234,Male,Tablet,Top,Education,Afternoon,0
873,40.339417052574234,Non-Binary,Tablet,Top,Shopping,Afternoon,1
874,40.339417052574234,Male,Desktop,Top,News,Night,0
875,24.0,Male,Mobile,Top,Entertainment,Night,1
876,19.0,Male,Tablet,Top,Entertainment,Evening,1
878,40.339417052574234,Male,Desktop,Side,Entertainment,Evening,1
879,40.339417052574234,Male,Tablet,Bottom,Education,Evening,0
880,22.0,Male,Desktop,Bottom,Entertainment,Night,1
882,40.339417052574234,Female,Tablet,Side,Entertainment,Morning,0
884,37.0,Male,Tablet,Side,Entertainment,Morning,1
885,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
886,40.339417052574234,Male,Tablet,Top,Entertainment,Evening,0
887,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,0
888,40.339417052574234,Male,Tablet,Side,Entertainment,Evening,0
889,43.0,Male,Tablet,Top,Entertainment,Morning,0
890,40.339417052574234,Female,Tablet,Top,Entertainment,Evening,1
891,30.0,Male,Tablet,Top,News,Morning,1
892,40.339417052574234,Non-Binary,Desktop,Top,Entertainment,Evening,1
893,34.0,Non-Binary,Desktop,Bottom,Shopping,Morning,1
894,18.0,Male,Desktop,Bottom,Entertainment,Morning,0
895,40.339417052574234,Male,Tablet,Bottom,Social Media,Morning,1
896,19.0,Male,Tablet,Top,Entertainment,Morning,1
897,34.0,Male,Desktop,Bottom,Entertainment,Night,0
898,42.0,Male,Mobile,Side,Shopping,Morning,1
899,37.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
900,40.339417052574234,Non-Binary,Desktop,Side,Entertainment,Afternoon,1
901,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,0
903,37.0,Male,Tablet,Bottom,Entertainment,Night,0
904,29.0,Male,Desktop,Bottom,Education,Evening,1
905,58.0,Male,Tablet,Top,Entertainment,Morning,1
906,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,0
907,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
908,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,1
909,64.0,Male,Mobile,Bottom,Social Media,Afternoon,1
910,38.0,Male,Desktop,Side,Entertainment,Afternoon,1
911,21.0,Male,Mobile,Side,Entertainment,Night,0
912,53.0,Non-Binary,Tablet,Top,Shopping,Morning,1
913,43.0,Non-Binary,Mobile,Top,Social Media,Night,1
914,40.339417052574234,Male,Tablet,Bottom,Entertainment,Afternoon,0
915,37.0,Male,Desktop,Side,Entertainment,Morning,1
916,40.339417052574234,Female,Tablet,Top,Education,Morning,0
917,58.0,Male,Tablet,Top,Entertainment,Afternoon,1
919,40.0,Male,Desktop,Top,Entertainment,Evening,1
921,40.339417052574234,Female,Desktop,Bottom,Entertainment,Morning,1
922,40.339417052574234,Male,Tablet,Bottom,News,Afternoon,0
923,31.0,Male,Mobile,Top,Education,Morning,0
924,40.339417052574234,Non-Binary,Desktop,Bottom,News,Evening,0
925,40.339417052574234,Male,Desktop,Side,Entertainment,Evening,0
926,62.0,Male,Desktop,Bottom,Entertainment,Night,1
927,45.0,Male,Desktop,Top,Entertainment,Morning,1
928,46.0,Male,Mobile,Side,Entertainment,Morning,1
929,20.0,Female,Tablet,Side,Entertainment,Night,0
931,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
932,53.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
933,60.0,Male,Desktop,Top,Entertainment,Afternoon,0
934,40.339417052574234,Male,Desktop,Top,Entertainment,Night,1
935,46.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
937,40.339417052574234,Male,Desktop,Side,Social Media,Night,1
938,26.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
940,55.0,Male,Mobile,Bottom,Entertainment,Afternoon,0
941,54.0,Male,Desktop,Bottom,Entertainment,Night,1
942,54.0,Male,Tablet,Side,Education,Evening,1
943,52.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
944,32.0,Male,Desktop,Side,Entertainment,Night,1
945,49.0,Male,Tablet,Side,Entertainment,Afternoon,0
946,25.0,Female,Mobile,Top,News,Night,0
947,56.0,Female,Desktop,Bottom,News,Morning,1
948,40.339417052574234,Male,Mobile,Bottom,Entertainment,Night,0
950,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
951,40.339417052574234,Non-Binary,Mobile,Top,Social Media,Evening,1
953,28.0,Male,Desktop,Side,Entertainment,Afternoon,1
956,40.339417052574234,Male,Mobile,Bottom,Entertainment,Evening,0
957,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
959,40.339417052574234,Non-Binary,Tablet,Side,Education,Morning,1
960,31.0,Male,Tablet,Bottom,Shopping,Afternoon,0
961,57.0,Male,Desktop,Bottom,Entertainment,Night,0
962,40.339417052574234,Male,Mobile,Bottom,Entertainment,Night,1
963,35.0,Male,Mobile,Bottom,Entertainment,Afternoon,1
964,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
965,54.0,Female,Tablet,Bottom,News,Morning,1
966,53.0,Male,Tablet,Side,Entertainment,Evening,0
969,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,1
970,40.339417052574234,Non-Binary,Tablet,Side,Education,Night,0
972,40.339417052574234,Female,Desktop,Bottom,Entertainment,Evening,0
973,35.0,Male,Tablet,Bottom,Social Media,Morning,0
974,40.339417052574234,Female,Tablet,Side,News,Evening,0
975,40.339417052574234,Male,Mobile,Side,Social Media,Evening,0
976,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
978,40.339417052574234,Male,Desktop,Top,News,Night,0
979,29.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
980,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
981,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,1
982,34.0,Male,Tablet,Top,Entertainment,Morning,1
983,40.339417052574234,Male,Desktop,Bottom,Entertainment,Evening,0
984,34.0,Female,Tablet,Side,News,Afternoon,0
985,40.339417052574234,Male,Mobile,Top,Entertainment,Morning,0
986,40.339417052574234,Female,Desktop,Bottom,Shopping,Afternoon,1
987,40.339417052574234,Female,Desktop,Bottom,Entertainment,Evening,1
989,63.0,Male,Desktop,Side,Social Media,Night,1
991,30.0,Male,Desktop,Top,Entertainment,Afternoon,0
993,43.0,Non-Binary,Desktop,Side,News,Evening,0
994,33.0,Male,Tablet,Bottom,Education,Morning,0
995,29.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
996,40.339417052574234,Male,Tablet,Side,Education,Morning,1
997,26.0,Male,Tablet,Side,Entertainment,Night,0
1000,40.339417052574234,Male,Mobile,Bottom,Education,Morning,1
1004,40.339417052574234,Male,Desktop,Bottom,Education,Evening,1
1005,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,1
1006,31.0,Male,Mobile,Top,News,Evening,1
1008,40.339417052574234,Male,Tablet,Bottom,Education,Night,0
1009,38.0,Male,Mobile,Bottom,Education,Afternoon,1
1010,39.0,Male,Mobile,Top,Entertainment,Evening,0
1011,51.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,1
1012,40.339417052574234,Non-Binary,Mobile,Side,News,Morning,1
1014,43.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
1015,53.0,Male,Desktop,Side,Education,Night,0
1016,40.339417052574234,Female,Mobile,Bottom,Entertainment,Evening,1
1018,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
1019,50.0,Female,Tablet,Side,Entertainment,Morning,0
1020,47.0,Male,Tablet,Bottom,Entertainment,Morning,0
1021,58.0,Male,Desktop,Bottom,Social Media,Evening,1
1022,22.0,Male,Desktop,Bottom,News,Afternoon,0
1023,63.0,Male,Mobile,Side,Entertainment,Afternoon,0
1024,40.339417052574234,Female,Desktop,Bottom,Entertainment,Evening,1
1026,44.0,Non-Binary,Mobile,Side,Shopping,Morning,1
1027,51.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
1028,40.339417052574234,Female,Mobile,Top,Education,Morning,1
1029,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0
1030,47.0,Male,Mobile,Top,Entertainment,Morning,0
1031,40.339417052574234,Male,Tablet,Bottom,News,Morning,1
1032,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
1033,40.339417052574234,Male,Tablet,Side,Entertainment,Evening,1
1034,40.339417052574234,Male,Desktop,Side,Entertainment,Afternoon,1
1035,30.0,Male,Desktop,Side,Shopping,Evening,0
1036,31.0,Female,Tablet,Side,Social Media,Morning,0
1037,40.339417052574234,Male,Desktop,Top,Entertainment,Evening,0
1038,36.0,Female,Desktop,Bottom,Shopping,Morning,1
1039,50.0,Female,Desktop,Side,Entertainment,Afternoon,1
1040,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1
1041,40.339417052574234,Male,Tablet,Bottom,Education,Afternoon,1
1042,40.339417052574234,Female,Mobile,Bottom,News,Night,1
1043,45.0,Male,Desktop,Side,Shopping,Night,1
1044,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
1045,40.339417052574234,Male,Tablet,Side,Entertainment,Night,1
1046,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
1047,40.339417052574234,Female,Mobile,Top,Entertainment,Afternoon,1
1048,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
1049,40.339417052574234,Male,Mobile,Bottom,Social Media,Morning,1
1050,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
1052,40.339417052574234,Female,Desktop,Side,Entertainment,Morning,0
1053,29.0,Male,Desktop,Side,Shopping,Afternoon,1
1054,40.339417052574234,Female,Mobile,Bottom,Entertainment,Evening,1
1055,40.339417052574234,Male,Desktop,Bottom,News,Morning,1
1056,40.339417052574234,Female,Desktop,Bottom,Entertainment,Evening,1
1057,20.0,Male,Mobile,Bottom,Entertainment,Morning,1
1059,29.0,Male,Desktop,Bottom,Entertainment,Night,0
1060,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
1061,40.339417052574234,Male,Tablet,Top,Entertainment,Evening,0
1062,62.0,Female,Desktop,Bottom,Entertainment,Morning,1
1063,51.0,Male,Tablet,Top,Entertainment,Morning,0
1064,40.339417052574234,Male,Desktop,Side,Shopping,Afternoon,1
1065,40.339417052574234,Male,Desktop,Top,Entertainment,Evening,1
1066,40.339417052574234,Male,Desktop,Bottom,News,Morning,1
1067,62.0,Female,Desktop,Bottom,Entertainment,Night,0
1068,53.0,Non-Binary,Mobile,Bottom,Social Media,Morning,0
1070,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,1
1071,19.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
1072,41.0,Female,Mobile,Side,News,Morning,1
1074,46.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
1075,63.0,Male,Desktop,Side,Shopping,Afternoon,1
1076,40.339417052574234,Male,Desktop,Bottom,Social Media,Morning,0
1077,49.0,Male,Desktop,Bottom,Social Media,Morning,0
1078,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
1079,19.0,Male,Tablet,Bottom,Entertainment,Evening,1
1080,49.0,Male,Desktop,Top,News,Morning,1
1081,36.0,Male,Desktop,Bottom,Education,Morning,1
1082,59.0,Male,Tablet,Side,Entertainment,Morning,0
1083,40.0,Male,Desktop,Bottom,Entertainment,Morning,0
1084,57.0,Male,Mobile,Top,Entertainment,Evening,1
1085,58.0,Male,Tablet,Side,Education,Night,0
1086,38.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
1087,40.339417052574234,Male,Tablet,Top,Social Media,Afternoon,1
1088,46.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
1089,40.339417052574234,Male,Desktop,Top,Education,Morning,0
1090,36.0,Male,Mobile,Side,Entertainment,Morning,0
1092,21.0,Male,Mobile,Top,Entertainment,Evening,1
1093,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,1
1094,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,1
1095,63.0,Male,Desktop,Side,Entertainment,Evening,1
1096,55.0,Male,Desktop,Top,Entertainment,Morning,1
1097,32.0,Female,Desktop,Top,Entertainment,Morning,1
1098,58.0,Female,Tablet,Side,Entertainment,Morning,0
1099,43.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
1100,40.339417052574234,Male,Tablet,Top,News,Morning,1
1101,56.0,Female,Desktop,Bottom,Education,Morning,1
1102,23.0,Male,Desktop,Top,Entertainment,Evening,0
1103,40.339417052574234,Male,Desktop,Bottom,Education,Night,0
1104,55.0,Male,Desktop,Bottom,Entertainment,Morning,0
1105,43.0,Non-Binary,Mobile,Side,Entertainment,Night,1
1106,26.0,Non-Binary,Desktop,Side,News,Night,0
1107,40.339417052574234,Female,Mobile,Side,Entertainment,Evening,0
1108,40.339417052574234,Male,Desktop,Bottom,News,Afternoon,1
1109,40.339417052574234,Female,Mobile,Top,Shopping,Morning,0
1110,40.339417052574234,Female,Mobile,Bottom,Entertainment,Morning,1
1111,28.0,Male,Mobile,Side,Entertainment,Morning,1
1112,27.0,Female,Desktop,Top,Entertainment,Night,0
1113,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,1
1114,40.339417052574234,Male,Desktop,Top,Education,Evening,0
1115,58.0,Non-Binary,Desktop,Bottom,Shopping,Evening,0
1116,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
1117,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
1119,59.0,Female,Tablet,Bottom,Education,Morning,0
1120,40.339417052574234,Male,Desktop,Side,Entertainment,Evening,0
1121,40.339417052574234,Male,Tablet,Bottom,Social Media,Evening,1
1122,40.339417052574234,Female,Desktop,Side,Entertainment,Evening,0
1123,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,1
1124,42.0,Non-Binary,Desktop,Bottom,Education,Morning,0
1125,53.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
1126,21.0,Male,Mobile,Side,Social Media,Morning,1
1127,21.0,Male,Desktop,Bottom,Entertainment,Morning,1
1128,40.339417052574234,Male,Desktop,Side,Entertainment,Night,1
1129,34.0,Female,Mobile,Top,Entertainment,Evening,1
1130,24.0,Male,Desktop,Bottom,Entertainment,Night,1
1131,45.0,Male,Desktop,Bottom,Entertainment,Morning,1
1132,21.0,Female,Mobile,Side,News,Morning,1
1133,28.0,Female,Mobile,Bottom,Shopping,Morning,1
1135,40.339417052574234,Male,Tablet,Bottom,Education,Afternoon,0
1136,40.339417052574234,Male,Desktop,Top,News,Night,0
1137,37.0,Female,Desktop,Top,Entertainment,Evening,1
1138,43.0,Male,Tablet,Top,Entertainment,Night,0
1139,40.339417052574234,Female,Desktop,Side,Entertainment,Morning,0
1140,40.339417052574234,Male,Desktop,Bottom,News,Evening,0
1141,40.339417052574234,Male,Mobile,Top,Entertainment,Night,1
1142,41.0,Male,Tablet,Top,Shopping,Night,0
1143,37.0,Male,Desktop,Side,Entertainment,Evening,1
1145,40.339417052574234,Male,Desktop,Bottom,News,Morning,1
1147,33.0,Female,Tablet,Side,News,Morning,0
1148,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Night,1
1149,40.339417052574234,Non-Binary,Desktop,Bottom,News,Afternoon,1
1150,37.0,Male,Mobile,Side,Entertainment,Morning,1
1151,40.339417052574234,Male,Tablet,Top,Social Media,Afternoon,0
1152,32.0,Male,Mobile,Side,Entertainment,Evening,0
1153,57.0,Male,Mobile,Bottom,News,Evening,1
1154,62.0,Female,Mobile,Top,Entertainment,Afternoon,0
1155,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
1156,51.0,Male,Mobile,Top,Social Media,Morning,1
1157,39.0,Male,Mobile,Top,Entertainment,Morning,0
1159,31.0,Male,Desktop,Bottom,Entertainment,Night,1
1160,40.339417052574234,Non-Binary,Mobile,Side,Shopping,Evening,0
1161,47.0,Male,Desktop,Side,Entertainment,Morning,0
1162,55.0,Male,Desktop,Top,Entertainment,Evening,0
1163,40.339417052574234,Male,Tablet,Bottom,Shopping,Afternoon,1
1164,40.339417052574234,Non-Binary,Desktop,Top,News,Evening,0
1165,40.339417052574234,Male,Mobile,Top,News,Morning,0
1166,25.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
1167,40.339417052574234,Male,Tablet,Top,Entertainment,Morning,1
1168,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,0
1169,57.0,Male,Mobile,Bottom,Entertainment,Evening,1
1170,55.0,Male,Tablet,Side,Entertainment,Morning,1
1171,40.339417052574234,Male,Mobile,Bottom,Entertainment,Afternoon,0
1172,30.0,Male,Tablet,Side,Entertainment,Night,0
1173,21.0,Male,Desktop,Bottom,Entertainment,Night,1
1174,38.0,Male,Desktop,Bottom,Entertainment,Night,1
1175,23.0,Male,Tablet,Top,Entertainment,Night,0
1176,37.0,Female,Desktop,Top,Entertainment,Evening,1
1177,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Night,0
1178,40.339417052574234,Male,Tablet,Side,News,Night,0
1180,31.0,Male,Mobile,Bottom,Social Media,Afternoon,0
1181,21.0,Male,Desktop,Top,Entertainment,Evening,1
1182,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
1184,40.0,Male,Mobile,Side,Entertainment,Night,1
1185,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,1
1186,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,1
1187,21.0,Non-Binary,Desktop,Top,Entertainment,Evening,1
1188,40.339417052574234,Male,Desktop,Side,Education,Morning,0
1189,40.339417052574234,Male,Desktop,Side,Social Media,Night,0
1190,40.339417052574234,Non-Binary,Tablet,Top,Social Media,Evening,1
1191,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
1192,44.0,Female,Tablet,Side,Entertainment,Night,0
1193,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,1
1194,55.0,Male,Mobile,Top,Social Media,Morning,0
1195,26.0,Male,Tablet,Bottom,Entertainment,Night,1
1196,40.339417052574234,Male,Tablet,Top,Entertainment,Morning,1
1197,45.0,Male,Tablet,Bottom,Entertainment,Morning,0
1198,60.0,Male,Tablet,Bottom,Social Media,Afternoon,0
1199,41.0,Male,Mobile,Bottom,Social Media,Night,1
1200,37.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
1201,40.339417052574234,Female,Mobile,Bottom,Entertainment,Morning,0
1202,40.339417052574234,Female,Tablet,Bottom,Entertainment,Morning,1
1204,45.0,Male,Mobile,Bottom,News,Afternoon,0
1207,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,1
1208,40.339417052574234,Male,Desktop,Top,Entertainment,Evening,1
1209,27.0,Non-Binary,Mobile,Bottom,Entertainment,Evening,0
1210,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,1
1212,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
1213,31.0,Male,Desktop,Bottom,Social Media,Night,1
1214,29.0,Male,Desktop,Bottom,Entertainment,Morning,0
1215,40.339417052574234,Male,Desktop,Side,News,Morning,0
1217,37.0,Male,Desktop,Bottom,Entertainment,Morning,1
1218,49.0,Female,Mobile,Bottom,News,Afternoon,0
1219,28.0,Male,Desktop,Side,Entertainment,Morning,1
1220,25.0,Male,Mobile,Bottom,Entertainment,Afternoon,1
1221,45.0,Female,Mobile,Side,Social Media,Morning,1
1222,40.339417052574234,Male,Desktop,Side,News,Night,1
1223,30.0,Non-Binary,Tablet,Top,News,Morning,1
1225,22.0,Non-Binary,Mobile,Top,Entertainment,Evening,0
1226,40.339417052574234,Male,Tablet,Side,Social Media,Morning,0
1227,47.0,Male,Mobile,Bottom,Shopping,Evening,0
1228,43.0,Male,Desktop,Side,Social Media,Morning,1
1229,40.339417052574234,Male,Tablet,Bottom,Social Media,Morning,0
1230,57.0,Non-Binary,Mobile,Bottom,News,Night,1
1231,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
1232,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
1233,40.339417052574234,Female,Mobile,Bottom,Education,Night,1
1234,29.0,Male,Desktop,Top,Entertainment,Night,0
1237,32.0,Male,Desktop,Side,Social Media,Night,1
1239,52.0,Male,Desktop,Bottom,Shopping,Night,1
1240,36.0,Male,Desktop,Bottom,Social Media,Morning,0
1241,40.339417052574234,Non-Binary,Desktop,Side,Entertainment,Afternoon,1
1242,42.0,Male,Desktop,Bottom,News,Evening,0
1243,40.339417052574234,Male,Desktop,Side,Shopping,Night,0
1244,35.0,Male,Mobile,Bottom,Entertainment,Evening,0
1245,27.0,Male,Tablet,Top,Entertainment,Evening,0
1246,53.0,Male,Mobile,Top,Education,Afternoon,0
1247,36.0,Male,Mobile,Side,Entertainment,Night,0
1249,40.339417052574234,Non-Binary,Desktop,Side,Social Media,Morning,0
1250,47.0,Male,Mobile,Side,Entertainment,Afternoon,0
1252,24.0,Male,Desktop,Bottom,Entertainment,Night,1
1253,32.0,Female,Mobile,Bottom,Entertainment,Evening,0
1254,40.339417052574234,Male,Mobile,Bottom,Social Media,Night,0
1255,50.0,Male,Tablet,Top,Social Media,Afternoon,0
1256,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
1257,29.0,Male,Desktop,Bottom,Entertainment,Evening,0
1258,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
1259,51.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
1260,40.339417052574234,Male,Desktop,Side,Social Media,Afternoon,0
1261,31.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1
1262,40.339417052574234,Non-Binary,Desktop,Top,News,Morning,0
1263,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,0
1265,49.0,Male,Tablet,Bottom,News,Morning,1
1266,29.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
1267,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
1268,29.0,Male,Desktop,Bottom,Entertainment,Morning,1
1269,46.0,Male,Tablet,Top,Entertainment,Night,1
1270,30.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
1271,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,0
1272,40.339417052574234,Male,Desktop,Top,Entertainment,Night,0
1273,40.339417052574234,Non-Binary,Desktop,Top,Shopping,Evening,0
1274,40.339417052574234,Male,Mobile,Top,Entertainment,Morning,1
1276,40.339417052574234,Male,Desktop,Bottom,News,Evening,0
1277,40.339417052574234,Female,Desktop,Bottom,Entertainment,Night,1
1278,40.339417052574234,Male,Mobile,Bottom,Social Media,Morning,1
1279,48.0,Male,Mobile,Bottom,Entertainment,Morning,1
1280,40.339417052574234,Male,Desktop,Bottom,Education,Morning,1
1281,36.0,Female,Desktop,Bottom,Shopping,Morning,1
1283,40.339417052574234,Female,Tablet,Side,Entertainment,Morning,0
1284,40.339417052574234,Male,Desktop,Bottom,Shopping,Morning,1
1285,40.339417052574234,Male,Desktop,Top,Social Media,Morning,0
1286,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
1287,29.0,Male,Desktop,Bottom,Education,Afternoon,1
1288,34.0,Male,Desktop,Top,News,Night,1
1289,40.339417052574234,Male,Tablet,Bottom,Shopping,Morning,1
1290,59.0,Male,Desktop,Bottom,News,Morning,0
1291,40.339417052574234,Male,Desktop,Top,Entertainment,Night,1
1292,53.0,Non-Binary,Desktop,Side,News,Morning,1
1293,40.339417052574234,Male,Tablet,Bottom,Shopping,Morning,1
1294,52.0,Female,Tablet,Top,Entertainment,Morning,1
1295,29.0,Male,Desktop,Side,Education,Afternoon,1
1296,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Night,1
1297,61.0,Male,Mobile,Top,Entertainment,Evening,0
1298,59.0,Male,Tablet,Top,Entertainment,Night,1
1299,30.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
1300,40.339417052574234,Male,Desktop,Bottom,Entertainment,Evening,0
1301,52.0,Male,Mobile,Bottom,Shopping,Night,1
1302,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,1
1303,31.0,Male,Desktop,Bottom,Entertainment,Night,1
1304,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,0
1305,56.0,Female,Mobile,Bottom,Entertainment,Night,1
1306,40.339417052574234,Male,Mobile,Top,Entertainment,Afternoon,1
1308,57.0,Male,Tablet,Side,Entertainment,Afternoon,1
1309,29.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
1310,56.0,Male,Mobile,Bottom,Entertainment,Morning,1
1312,24.0,Male,Desktop,Side,Shopping,Morning,1
1313,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,1
1314,40.339417052574234,Male,Tablet,Top,Social Media,Morning,0
1315,35.0,Male,Tablet,Side,News,Evening,0
1317,40.339417052574234,Male,Desktop,Side,Entertainment,Evening,0
1319,52.0,Male,Tablet,Top,Entertainment,Morning,0
1320,20.0,Male,Mobile,Bottom,Entertainment,Morning,1
1321,21.0,Male,Desktop,Top,Shopping,Evening,1
1322,33.0,Male,Desktop,Bottom,Entertainment,Morning,1
1323,31.0,Male,Tablet,Top,Social Media,Morning,1
1324,40.339417052574234,Non-Binary,Desktop,Side,Shopping,Morning,1
1325,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
1326,40.339417052574234,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
1327,54.0,Female,Desktop,Top,Entertainment,Night,1
1328,40.339417052574234,Female,Desktop,Bottom,Education,Morning,0
1329,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,0
1332,56.0,Male,Desktop,Side,Entertainment,Morning,0
1333,43.0,Male,Mobile,Top,Entertainment,Night,0
1334,25.0,Male,Mobile,Bottom,Education,Evening,1
1335,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
1336,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
1337,40.339417052574234,Non-Binary,Mobile,Side,Social Media,Evening,1
1339,40.339417052574234,Male,Mobile,Top,News,Morning,0
1341,19.0,Female,Tablet,Bottom,Entertainment,Morning,1
1342,33.0,Male,Desktop,Side,Entertainment,Morning,1
1343,40.339417052574234,Female,Desktop,Top,News,Morning,0
1344,40.339417052574234,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
1345,49.0,Male,Desktop,Bottom,News,Morning,1
1346,36.0,Male,Desktop,Bottom,Education,Morning,1
1347,50.0,Male,Tablet,Side,Entertainment,Night,0
1349,39.0,Non-Binary,Mobile,Bottom,News,Night,0
1350,52.0,Non-Binary,Tablet,Bottom,News,Afternoon,0
1351,40.339417052574234,Male,Desktop,Bottom,News,Morning,0
1352,50.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
1353,54.0,Non-Binary,Tablet,Bottom,Shopping,Night,0
1354,61.0,Female,Desktop,Side,Shopping,Morning,1
1355,38.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
1356,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Night,0
1357,40.339417052574234,Female,Tablet,Top,Shopping,Morning,1
1358,38.0,Male,Mobile,Bottom,Entertainment,Morning,1
1359,40.339417052574234,Male,Mobile,Top,News,Afternoon,1
1360,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,0
1361,40.339417052574234,Male,Tablet,Side,Shopping,Afternoon,1
1362,40.339417052574234,Male,Tablet,Top,Social Media,Night,1
1364,26.0,Female,Desktop,Bottom,Entertainment,Night,1
1365,47.0,Male,Mobile,Top,Entertainment,Afternoon,0
